"Address","Status Code","Status","HTML Word Count","Rendered HTML Word Count","Word Count Change","JS Word Count %","HTML Title","Rendered HTML Title","HTML H1","Rendered HTML H1","HTML Meta Description","Rendered HTML Meta Description","HTML Canonical","Rendered HTML Canonical","Unique Inlinks","Unique JS Inlinks","Unique Outlinks","Unique JS Outlinks","Unique External Outlinks","Unique External JS Outlinks","HTML Meta Robots 1","Rendered HTML Meta Robots 1","Pretty URL","Ugly URL","JS Error","JS Warning","JS Info","JS Debug","JS Issue"
"https://preview.indianapolis.com.br/","200","OK","1323","0","","","Peças em Ferro Fundido e Usinagem | Metal Indianópolis","","","","Fabricante de peças em ferro fundido nodular e cinzento com usinagem CNC de precisão. Mais de 60 anos de tradição e certificação ISO 9001. Solicite cotação!","","https://preview.indianapolis.com.br/","","42","0","11","0","3","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://preview.indianapolis.com.br/","https://preview.indianapolis.com.br/","","","","",""
"https://preview.indianapolis.com.br/ferro-fundido-cinzento/","200","OK","3945","0","","","Ferro Fundido Cinzento | Metal Indianápolis","","Ferro Fundido Cinzento: Material versátil e resistente","","O que é o ferro fundido cinzento? Descubra as características, tipos e aplicações desse material versátil e veja as soluções da Metal Indianápolis. Acesse!","","https://preview.indianapolis.com.br/ferro-fundido-cinzento/","","14","0","20","0","2","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://preview.indianapolis.com.br/ferro-fundido-cinzento/","https://preview.indianapolis.com.br/ferro-fundido-cinzento/","","","","",""
"https://preview.indianapolis.com.br/contato/","200","OK","486","0","","","Contato | Metal Indianópolis","","","","Entre em contato com a Metal Indianópolis. Solicite um orçamento para o seu projeto de peças em ferro fundido e usinagem CNC de precisão. Fale conosco!","","https://preview.indianapolis.com.br/contato/","","42","0","7","0","3","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://preview.indianapolis.com.br/contato/","https://preview.indianapolis.com.br/contato/","","","","",""
"https://preview.indianapolis.com.br/produtos/","200","OK","558","0","","","Peças Industriais de Ferro Fundido | Metal Indianópolis","","","","Conheça nossa linha de peças industriais de ferro fundido. Fabricamos anéis de segmento, abraçadeiras e componentes sob desenho técnico com ISO 9001. Veja!","","https://preview.indianapolis.com.br/produtos/","","42","0","19","0","3","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://preview.indianapolis.com.br/produtos/","https://preview.indianapolis.com.br/produtos/","","","","",""
"https://preview.indianapolis.com.br/preco-do-ferro-fundido-kg/","200","OK","2719","0","","","Preço do Ferro Fundido KG: Como Avaliar | Metal Indianápolis","","Qualidade e custo: Encontre melhor preço do ferro fundido KG","","Como é definido o preço do ferro fundido kg? Descubra os fatores que influenciam o valor de mercado e o custo-benefício da Metal Indianápolis. Acesse!","","https://preview.indianapolis.com.br/preco-do-ferro-fundido-kg/","","14","0","20","0","2","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://preview.indianapolis.com.br/preco-do-ferro-fundido-kg/","https://preview.indianapolis.com.br/preco-do-ferro-fundido-kg/","","","","",""
"https://preview.indianapolis.com.br/blog/","200","OK","1135","0","","","Blog | Metal Indianópolis","","","","Acompanhe o blog da Metal Indianópolis e acesse conteúdos técnicos sobre fundição, usinagem de precisão, ferro nodular, cinzento e processos. Confira!","","https://preview.indianapolis.com.br/blog/","","42","0","20","0","2","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://preview.indianapolis.com.br/blog/","https://preview.indianapolis.com.br/blog/","","","","",""
"https://preview.indianapolis.com.br/fabrica-de-roldanas/","200","OK","3091","0","","","Fábrica de Roldanas: Como Escolher | Metal Indianápolis","","Garanta a qualidade de suas peças com fábrica de roldanas","","Procurando por uma fábrica de roldanas confiável? Saiba o que avaliar para garantir peças duráveis em sistemas de movimentação com a Metal Indianápolis. Acesse!","","https://preview.indianapolis.com.br/fabrica-de-roldanas/","","14","0","20","0","2","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://preview.indianapolis.com.br/fabrica-de-roldanas/","https://preview.indianapolis.com.br/fabrica-de-roldanas/","","","","",""
"https://preview.indianapolis.com.br/categoria-produto/automotivo/","200","OK","355","0","","","Peças Automotivas em Ferro Fundido | Metal Indianópolis","","Automotivo","","Fornecedor de peças automotivas em ferro fundido para veículos pesados. Componentes usinados de alta ductilidade e resistência mecânica. Peça um orçamento!","","https://preview.indianapolis.com.br/categoria-produto/automotivo/","","7","0","13","0","3","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://preview.indianapolis.com.br/categoria-produto/automotivo/","https://preview.indianapolis.com.br/categoria-produto/automotivo/","","","","",""
"https://preview.indianapolis.com.br/produto/camisa-compressor-ar/","200","OK","822","0","","","Camisa para Compressor de Ar | Metal Indianápolis","","Camisa para Compressor de Ar","","Procurando camisa para compressor de ar de alta performance? Conheça as opções usinadas em CNC e brunidas da Metal Indianápolis. Solicite um orçamento!","","https://preview.indianapolis.com.br/produto/camisa-compressor-ar/","","10","0","18","0","3","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://preview.indianapolis.com.br/produto/camisa-compressor-ar/","https://preview.indianapolis.com.br/produto/camisa-compressor-ar/","","","","",""
"https://preview.indianapolis.com.br/produto/anel-bipartido/","200","OK","826","0","","","Anel Bipartido de Regulagem | Metal Indianápolis","","Anel Bipartido","","Procurando anel bipartido para regulagem de pinhão? Conheça os modelos em ferro fundido de alta precisão da Metal Indianápolis. Solicite um orçamento!","","https://preview.indianapolis.com.br/produto/anel-bipartido/","","5","0","16","0","3","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://preview.indianapolis.com.br/produto/anel-bipartido/","https://preview.indianapolis.com.br/produto/anel-bipartido/","","","","",""
